126415614616154112	1	positive	Now all @Apple has to do is get swype on the iphone and it will be crack. Iphone that is
126404574230740992	2	positive	@Apple will be adding more carrier support to the iPhone 4S (just announced)
126402758403305474	3	positive	Hilarious @youtube video - guy does a duet with @apple 's Siri. Pretty much sums up the love affair! http://t.co/8ExbnQjY
126397179614068736	4	positive	@RIM you made it too easy for me to switch to @Apple iPhone. See ya!
126395626979196928	5	positive	I just realized that the reason I got into twitter was ios5 thanks @apple
126394830791254016	6	positive	I'm a current @Blackberry user, little bit disappointed with it! Should I move to @Android or @Apple @iphone
126379685453119488	7	positive	The 16 strangest things Siri has said so far. I am SOOO glad that @Apple gave Siri a sense of humor! http://t.co/TWAeUDBp via @HappyPlace
126377656416612353	8	positive	Great up close & personal event @Apple tonight in Regent St store!
126373779483004928	9	positive	From which companies do you experience the best customer service aside from @zappos and @apple?
126366353757179904	10	positive	Just apply for a job at @Apple, hope they call me lol
126366123368267776	11	positive	RT @JamaicanIdler: Lmao I think @apple is onto something magical! I am DYING!!! haha. Siri suggested where to find whores and where to h ...
126365858481188864	12	positive	Lmao I think @apple is onto something magical! I am DYING!!! haha. Siri suggested where to find whores and where to hide a body lolol
126360935509135362	13	positive	RT @PhillipRowntree: Just registered as an @apple developer... Here's hoping I can actually do it... Any help, greatly appreciated!
126358340220616704	14	positive	Just registered as an @apple developer... Here's hoping I can actually do it... Any help, greatly appreciated!
126350302113824769	15	positive	Hey @apple, if you send me a free iPhone (any version will do), I will publicly and ceremoniously burn my #BlackBerry.
126349695676203009	16	positive	Thank you @apple for Find My Mac - just located and wiped my stolen Air. #smallvictory #thievingbastards
126342268603998208	17	positive	Thanks to @Apple Covent Garden #GeniusBar for replacing my MacBook keyboard/cracked wristpad during my lunch break today, out of warranty.
126318009647235072	18	positive	RT @TripLingo: We're one of a few "Featured Education Apps" on the @Apple **Website** today, sweet! http://t.co/0yWvbe1Z
126315223060709376	19	positive	We're one of a few "Featured Education Apps" on the @Apple **Website** today, sweet! http://t.co/0yWvbe1Z
126314687116750849	20	positive	We did an unexpected workshop for the #iPhone4S at @apple yesterday and we got an awesome amount of info #notjustaboutthephone @gamerchik16
126307801046847488	21	positive	RT @imightbewrong: I'm OVER people bitching about the #iPhone4S... I think it's the smartest phone I've ever had and I'm very happy.   : ...
126302673820594176	22	positive	I'm OVER people bitching about the #iPhone4S... I think it's the smartest phone I've ever had and I'm very happy.   :)  Way to go @Apple!
126301956951117826	23	positive	@Twitter CEO points to @Apple as 'corporate mentor' as @iOS signups triple http://t.co/GCY8iphN
126287654093471745	24	positive	At the bus with my iPhone ;) thxx @apple
126284506360578049	25	positive	@azee1v1 @apple @umber AppStore is well done, so is iTunes on the mobile devices.  I was talking about desktop app.
126263834968211456	26	positive	NYTimes: Coach Wants to See You. And Bring Your iPad. http://t.co/J2FTiEnG #iPad @apple set red 42 red 42 hut hut @NFL wish I had an #iPad
126256230397259776	27	positive	@apple @jilive @DanielPink: Apple sells 4 million iPhone 4S units in first weekend ... Steve Jobs brilliance lives on for ever! #iphone #RVA
126213333123743744	28	positive	@blackberry is like the #Titanic and it seems everyone is running for the @apple #iPhone life rafts and there won't be enough for everyone!
126195522691280896	29	positive	@bkad5161 than apologize to @apple ;)
126183339945234432	30	positive	@Apple downloads of iOS 5 are proving popular with users  -- http://t.co/NSHLfiUX
126164430546403328	31	positive	Incredible: 4 million iPhone 4Ss in 3 days. 135% better than the iPhone 4 http://t.co/1FMJxTMM @apple #iphone4s
126148685737361408	32	positive	Save me from #HP's unwanted OS! Help me buy an #iPhone! I have seen the light! #lol http://t.co/8gUP9Acz #backchannel @apple
126140794078892033	33	positive	Well @apple fixed my #ios5 battery drain problem with a replacement iPhone 4 -- it's working like a champ now
126134400466419712	34	positive	Currently ordering a BRAND NEW MACBOOK PRO!!! Bahhh... my MacBook is 5 years old. I'll miss it. But it's time. cc: @Apple -
126130991365500928	35	positive	you are so blessed. @apple
126116898051076096	36	positive	#Siri now knows who my dad, mom, brother and girlfriend is.  Thanks @apple
126116614495154176	37	positive	Well at least the @apple store has amazing call waiting music! #need4s
126112836219973632	38	positive	#sweet... #apple replaced my glass #probono. thank you @apple
126107965991297024	39	positive	Not Bad! @Apple Sells Over 4 Million #IPhones in Debut Weekend - Bloomberg http://t.co/AVSl3ygU - #smartphone #sm RT @VinodRad
126104732426186752	40	positive	loving new technology from @apple iPhone 4s, mac air and iCloud are unreal #technology
126097426493878272	41	positive	I'm loving this new IOS5 update :) @apple
126095744531832832	42	positive	Another mention for Apple Store: http://t.co/fiIOApKt - RT @floridamike Once again getting great customer service from the @apple store ...
126084907343691776	43	positive	Time to go get my iPhone 4s.  Looking forward to sticking it to the man by no longer paying for most texts.  Thanks @apple.
126079414986485761	44	positive	hey @apple I hate my computer i need a #mack wanna send me a free one.
126076743613284354	45	positive	Thank you @apple. My new gf(iphone4s) is great!  She does everything!
126076238375817216	46	positive	#iCloud set up was flawless and works like a champ! To the Cloud @Apple
126075534894571520	47	positive	@Wisconsin_Mommy @Apple I'd totally email the company... I always get great service at our @Apple store!
126064519943426048	48	positive	@apple loving the new IOS5 upgrade for the iPhone!
126063569660936193	49	positive	The nice @apple tech support guy fixed my iTouch =D
126063358037340161	50	positive	Once again getting great customer service from the @apple store at millenia mall.
126059405941809152	51	positive	Is it just me or is #iOS5 faster for the iPad? @apple
126059399319003136	52	positive	I love our @apple imac even though I haven't seen my hubby in 3 days now! #geek
126057030996852737	53	positive	making the switch from @Android to @Apple #iphone #iphone4S #smartphone #stevejobs (@ Apple Store) http://t.co/kj6pJvkH
126049183865114624	54	positive	So THANKFUL for the incredible people @apple for going above and beyond and offering to and replacing my  water-damaged Macbook Pro!!! Wow!
126040352237961217	55	positive	New macbook is too sick @apple
126040074595999746	56	positive	Play on ma man. Loving the camera in the #iphone4s. Well done @apple  #fb http://t.co/tmdFqRe1
126034495991328768	57	positive	So yeah... @apple #iOS5 #readinglists have changed my life. #nowicanspendevenmoretimeonmyphone.
126026756623831041	58	positive	@Apple Safari Reader owns the worldwide web
126019393460244481	59	positive	I love @apple service . My case has cracked 3x and I go in and they hand me a case and I walk out
126009748020658177	60	positive	Said to have laid out the next 4 years @apple.Jobs last iPhone is 2012 not the iPhone4S. iPhone(4G/5) 2012 is magical! http://t.co/DxxklUBp
126008369562652672	61	positive	Kind of excited. On my way to my last class right now and then going to the @Apple store, so buy #MacOSC Snow Leopard and Lion :-)
126002597063696384	62	positive	i used to be with @blackberry over 4-5yrs .. after all the disruptions and lost gigs thx to their service im moving to @apple #iphone
125999676972470272	63	positive	Apple sells 4 million iPhones in 3 days @apple keep doing what you are doing, because you are doing it well! http://t.co/ZZc6bE0w
125995158679461888	64	positive	Yessss! I'm lovin the iPhone update especially the slide down bar at top of screen =) good job @Apple.
