126415614616154112	Now all @Apple has to do is get swype on the iphone and it will be crack . Iphone that is	R D @ V P V V V ^ P D ^ & O V V N , ^ O V	positive
126404574230740992	@Apple will be adding more carrier support to the iPhone 4S ( just announced )	@ V V V A N V P D ^ ^ , R V ,	positive
126402758403305474	Hilarious @youtube video - guy does a duet with @apple ' s Siri . Pretty much sums up the love affair ! http://t.co/8ExbnQjY	A @ N , N V D N P @ , G ^ , R A V T D N N , U	positive
126397179614068736	@RIM you made it too easy for me to switch to @Apple iPhone . See ya !	@ O V O R A P O P V P @ ^ , V ! ,	positive
126395626979196928	I just realized that the reason I got into twitter was ios5 thanks @apple	O R V P D N O V P ^ V ^ N @	positive
126394830791254016	I'm a current @Blackberry user , little bit disappointed with it ! Should I move to @Android or @Apple @iphone	L D A @ N , A N V P O , V O V P @ & @ @	positive
126379685453119488	The 16 strangest things Siri has said so far . I am SOOO glad that @Apple gave Siri a sense of humor ! http://t.co/TWAeUDBp via @HappyPlace	D $ A N ^ V V R R , O V R A P @ V ^ D N P N , U P @	positive
126377656416612353	Great up close & personal event @Apple tonight in Regent St store !	A T A & A N @ R P ^ ^ N ,	positive
126373779483004928	From which companies do you experience the best customer service aside from @zappos and @apple ?	P D N V O V D A N N N P @ & @ ,	positive
126366353757179904	Just apply for a job at @Apple , hope they call me lol	R V P D N P @ , V O V O !	positive
126366123368267776	RT @JamaicanIdler : Lmao I think @apple is onto something magical ! I am DYING !!! haha . Siri suggested where to find whores and where to h ...	~ @ ~ ! O V @ V P N A , O V V , ! , ^ V R P V N & R P G ~	positive
126365858481188864	Lmao I think @apple is onto something magical ! I am DYING !!! haha . Siri suggested where to find whores and where to hide a body lolol	! O V @ V P N A , O V V , ! , ^ V R P V N & R P V D N !	positive
126360935509135362	RT @PhillipRowntree : Just registered as an @apple developer ... Here's hoping I can actually do it ... Any help , greatly appreciated !	~ @ ~ R V P D @ N , L V O V R V O , D N , R A ,	positive
126358340220616704	Just registered as an @apple developer ... Here's hoping I can actually do it ... Any help , greatly appreciated !	R V P D @ N , L V O V R V O , D N , R A ,	positive
126350302113824769	Hey @apple , if you send me a free iPhone ( any version will do ) , I will publicly and ceremoniously burn my #BlackBerry .	! @ , P O V O D A ^ , D N V V , , O V R & R V D N ,	positive
126349695676203009	Thank you @apple for Find My Mac - just located and wiped my stolen Air . #smallvictory #thievingbastards	V O @ P V D ^ , R V & V D A N , # #	positive
126342268603998208	Thanks to @Apple Covent Garden #GeniusBar for replacing my MacBook keyboard/cracked wristpad during my lunch break today , out of warranty .	N P @ ^ ^ ^ P V D ^ ^ ^ P D N V N , P P N ,	positive
126318009647235072	RT @TripLingo : We're one of a few " Featured Education Apps " on the @Apple ** Website ** today , sweet ! http://t.co/0yWvbe1Z	~ @ ~ L $ P D A , V N N , P D @ G N , N , A , U	positive
126315223060709376	We're one of a few " Featured Education Apps " on the @Apple ** Website ** today , sweet ! http://t.co/0yWvbe1Z	L $ P D A , V N N , P D @ G N , N , A , U	positive
126314687116750849	We did an unexpected workshop for the #iPhone4S at @apple yesterday and we got an awesome amount of info #notjustaboutthephone @gamerchik16	O V D A N P D ^ P @ N & O V D A N P N # @	positive
126307801046847488	RT @imightbewrong : I'm OVER people bitching about the #iPhone4S ... I think it's the smartest phone I've ever had and I'm very happy . : ...	~ @ ~ L P N V P D ^ , O V L D A N L R V & L R A , , ~	positive
126302673820594176	I'm OVER people bitching about the #iPhone4S ... I think it's the smartest phone I've ever had and I'm very happy . :) Way to go @Apple !	L P N V P D ^ , O V L D A N L R V & L R A , E N P V @ ,	positive
126301956951117826	@Twitter CEO points to @Apple as ' corporate mentor ' as @iOS signups triple http://t.co/GCY8iphN	@ N N P @ P , A N , P @ N A U	positive
126287654093471745	At the bus with my iPhone ;) thxx @apple	P D N P D ^ E N @	positive
126284506360578049	@azee1v1 @apple @umber AppStore is well done , so is iTunes on the mobile devices . I was talking about desktop app .	@ @ @ ^ V R V , P V ^ P D A N , O V V P N N ,	positive
126263834968211456	NYTimes : Coach Wants to See You . And Bring Your iPad . http://t.co/J2FTiEnG #iPad @apple set red 42 red 42 hut hut @NFL wish I had an #iPad	^ , N V P V O , & V D ^ , U # @ V A $ A $ N N @ V O V D ^	positive
126256230397259776	@apple @jilive @DanielPink : Apple sells 4 million iPhone 4S units in first weekend ... Steve Jobs brilliance lives on for ever ! #iphone #RVA	@ @ @ ~ ^ V $ $ ^ $ N P A N , ^ ^ N V P P R , # #	positive
126213333123743744	@blackberry is like the #Titanic and it seems everyone is running for the @apple #iPhone life rafts and there won't be enough for everyone !	@ V P D ^ & O V N V V P D @ ^ N N & R V V R P N ,	positive
126195522691280896	@bkad5161 than apologize to @apple ;)	@ P V P @ E	positive
126183339945234432	@Apple downloads of iOS 5 are proving popular with users -- http://t.co/NSHLfiUX	@ N P ^ $ V V A P N , U	positive
126164430546403328	Incredible : 4 million iPhone 4Ss in 3 days . 135% better than the iPhone 4 http://t.co/1FMJxTMM @apple #iphone4s	A , $ $ ^ $ P $ N , $ A P D ^ $ U @ #	positive
126148685737361408	Save me from #HP's unwanted OS ! Help me buy an #iPhone ! I have seen the light ! #lol http://t.co/8gUP9Acz #backchannel @apple	V O P Z A N , V O V D ^ , O V V D N , # U # @	positive
126140794078892033	Well @apple fixed my #ios5 battery drain problem with a replacement iPhone 4 -- it's working like a champ now	! @ V D ^ N N N P D N ^ $ , L V P D N R	positive
126134400466419712	Currently ordering a BRAND NEW MACBOOK PRO !!! Bahhh ... my MacBook is 5 years old . I'll miss it . But it's time . cc : @Apple -	R V D R A ^ ^ , ! , D ^ V $ N A , L V O , & L N , N , @ ,	positive
126130991365500928	you are so blessed . @apple	O V R A , @	positive
126116898051076096	#Siri now knows who my dad , mom , brother and girlfriend is . Thanks @apple	^ R V O D N , N , N & N V , N @	positive
126116614495154176	Well at least the @apple store has amazing call waiting music ! #need4s	! P A D @ N V A N V N , #	positive
126112836219973632	#sweet ... #apple replaced my glass #probono . thank you @apple	# , ^ V D N N , V O @	positive
126107965991297024	Not Bad ! @Apple Sells Over 4 Million #IPhones in Debut Weekend - Bloomberg http://t.co/AVSl3ygU - #smartphone #sm RT @VinodRad	R A , @ V P $ $ N P N N , ^ U , # # ~ @	positive
126104732426186752	loving new technology from @apple iPhone 4s , mac air and iCloud are unreal #technology	V A N P @ ^ N , ^ N & ^ V A N	positive
126097426493878272	I'm loving this new IOS5 update :) @apple	L V D A ^ N E @	positive
126095744531832832	Another mention for Apple Store : http://t.co/fiIOApKt - RT @floridamike Once again getting great customer service from the @apple store ...	D N P ^ ^ , U , ~ @ R R V A N N P D @ N ,	positive
126084907343691776	Time to go get my iPhone 4s . Looking forward to sticking it to the man by no longer paying for most texts . Thanks @apple .	N P V V D ^ N , V R P V O P D N P D N V P A N , N @ ,	positive
126079414986485761	hey @apple I hate my computer i need a #mack wanna send me a free one .	! @ O V D N O V D N V V O D A $ ,	positive
126076743613284354	Thank you @apple . My new gf(iphone4s ) is great ! She does everything !	V O @ , D A N , V A , O V N ,	positive
126076238375817216	#iCloud set up was flawless and works like a champ ! To the Cloud @Apple	^ V T V A & V P D N , P D ^ @	positive
126075534894571520	@Wisconsin_Mommy @Apple I'd totally email the company ... I always get great service at our @Apple store !	@ @ L R V D N , O R V A N P D @ N ,	positive
126064519943426048	@apple loving the new IOS5 upgrade for the iPhone !	@ V D A ^ N P D ^ ,	positive
126063569660936193	The nice @apple tech support guy fixed my iTouch =D	D A @ N N N V D N E	positive
126063358037340161	Once again getting great customer service from the @apple store at millenia mall .	R R V A N N P D @ N P ^ N ,	positive
126059405941809152	Is it just me or is #iOS5 faster for the iPad ? @apple	V O R O & V ^ R P D ^ , @	positive
126059399319003136	I love our @apple imac even though I haven't seen my hubby in 3 days now ! #geek	O V D @ ^ R P O V V D N P $ N R , #	positive
126057030996852737	making the switch from @Android to @Apple #iphone #iphone4S #smartphone #stevejobs (@ Apple Store ) http://t.co/kj6pJvkH	V D N P @ P @ ^ ^ # # P ^ ^ , U	positive
126049183865114624	So THANKFUL for the incredible people @apple for going above and beyond and offering to and replacing my water-damaged Macbook Pro !!! Wow !	R A P D A N @ P V P & P & V P & V D N ^ ^ , ! ,	positive
126040352237961217	New macbook is too sick @apple	A ^ V R A @	positive
126040074595999746	Play on ma man . Loving the camera in the #iphone4s . Well done @apple #fb http://t.co/tmdFqRe1	V P D N , V D N P D N , ! V @ # U	positive
126034495991328768	So yeah ... @apple #iOS5 #readinglists have changed my life . #nowicanspendevenmoretimeonmyphone .	P ! ~ @ ^ ^ V V D N , # ,	positive
126026756623831041	@Apple Safari Reader owns the worldwide web	@ ^ ^ V D A N	positive
126019393460244481	I love @apple service . My case has cracked 3x and I go in and they hand me a case and I walk out	O V @ N , D N V V $ & O V P & O V O D N & O V T	positive
126009748020658177	Said to have laid out the next 4 years @apple . Jobs last iPhone is 2012 not the iPhone4S . iPhone(4G/5 ) 2012 is magical ! http://t.co/DxxklUBp	V P V V T D A $ N @ , N A ^ V $ R D ^ , $ , $ V A , U	positive
126008369562652672	Kind of excited . On my way to my last class right now and then going to the @Apple store , so buy #MacOSC Snow Leopard and Lion :-)	N P A , P D N P D A N R R & R V P D @ N , P V ^ ^ ^ & ^ E	positive
126002597063696384	i used to be with @blackberry over 4-5yrs .. after all the disruptions and lost gigs thx to their service im moving to @apple #iphone	O V P V P @ P $ , P X D N & V N N P D N L V P @ #	positive
125999676972470272	Apple sells 4 million iPhones in 3 days @apple keep doing what you are doing , because you are doing it well ! http://t.co/ZZc6bE0w	^ V $ $ N P $ N @ V V O O V V , P O V V O R , U	positive
125995158679461888	Yessss ! I'm lovin the iPhone update especially the slide down bar at top of screen =) good job @Apple .	! , L V D ^ N R D N P N P N P N E A N @ ,	positive
125978568726560768	4 millions in a weekend , 16 #iPhone4S per second . This is madness ?! no , this is @Apple !!!	$ N P D N , $ ^ P A , O V N , ! , O V @ ,	positive
125974505385500672	. @apple you got me . I'm now invested . MacBook Pro next year . Time to get on selling more of my #android gear	, @ O V O , L R V , ^ ^ A N , N P V P V A P D N N	positive
125960325437722624	@iancollinsuk @apple I like what you did there ...!	@ @ O V O O V R ,	positive
125959059957485569	I just sent my grandma a post card using my #CardsApp thanks @Apple	O R V D N D N N V D # N @	positive
125954443643588608	Sorry @BlackBerry , I'm moving to @Apple .	A @ , L V P @ ,	positive
125947912306954240	@KostaTsetsekas @apple Putting it in the wash is kind of the equivalent to " Will it blend ? " Glad to hear it's still alive .	@ @ V O P D N V N P D N P , V O V , , A P V L R A ,	positive
125947232359948288	Laundering Ari's iPhone not my finest moment . But after drying in bag of ( organic :-) rice for 4 days it booted up !!!!!!!!!!! @apple	V Z ^ R D A N , & P V P N P , A E N P $ N O V T , @	positive
125940394566483968	God Bless @YouTube , @apple for #appletv & our bad ass system . LOVING #PrincessOfChina . GB to @coldplay & @rihanna too :)	^ V @ , @ P ^ & D A N N , V ^ , ^ P @ & @ R E	positive
125925618486489088	Been off twitter for a few days as I smashed my iPhone but @apple were very nice and gave me a new one :)	V T ^ P D A N P O V D ^ & @ V R A & V O D A $ E	positive
125924446430183425	Thank you @Apple iOS 5 for email pop up on the lock screen and opening it when unlocking .	V O @ ^ $ P N N T P D N N & V O R V ,	positive
125909565031198720	This good here iPhone will do me VERY well today . Thanks to the gods that are @apple .	D A R ^ V V O R A N , N P D N P V @ ,	positive
125902301931126785	RT @MN2NOVA : Love ios5 Easter eggs . Pull down from middle top to bottom and see what pulls down . Awesome little feature ! #ios5 @apple	~ @ ~ N ^ ^ N , V T P ^ A P A & V O V T , A A N , # @	positive
125901202591461376	Love ios5 Easter eggs . Pull down from middle top to bottom and see what pulls down . Awesome little feature ! #ios5 @apple	V ^ ^ N , V T P ^ A P A & V O V T , A A N , # @	positive
125900497327636480	Love #ios5 Easter eggs . Pull down from middle top to bottom and see what pulls down . Awesome little feature ! @apple #lovemyiphone	V ^ ^ N , V T P ^ A P A & V O V T , A A N , @ #	positive
125898611572740097	Updated my iOS and started using cloud services . Pretty bad ass @apple my #iPhone 3GS still the champ .	V D ^ & V V N N , R A N @ D ^ N R D N ,	positive
125850288488841217	Gone for a run , beautiful morning , man do I love iOS 5 @apple , #iPhone	V P D N , A N , N V O V ^ $ @ , ^	positive
125840039031738368	@apple your simply the best .	@ D R D A ,	positive
125794931439702016	I must admit @apple has made me a very happy camper ! I have text tones now ! Lol ! Ring tone : #MakeMeProud Drakes vers ! Text tone : Nicki's	O V V @ V V O D R A N , O V N N R , ! , N N , # Z N , V N , L	positive
125728717942161408	Day305 , I'm thankful for the great customer service received today from @Apple via phone CS , new phone on the way #365daysofgratefulness	$ , L A P D A N N V N P @ P N ^ , A N P D N #	positive
125722746100531200	Loving the new iPod update @apple	V D A ^ N @	positive
125717622728818688	@alexlindsay My wife upgraded her iPhone 4 . I think Siri alone is worth the upgrade . Looking forward to @Apple continuing to enhance Siri .	@ D N V D ^ $ , O V ^ R V A D N , V R P @ V P V ^ ,	positive
125713935344214016	@SteveJobs being honored tonite @Apple ... A truly great loss to the world . He will so be missed	@ V A N @ , D R A N P D N , O V R V V	positive
125708639607599104	Loving my new #iPhone4S thanks @apple for #ios5	V D A ^ N @ P ^	positive
125706813583798274	i love this . so much . thank you @apple . http://t.co/Ui8lOEzX	O V O , R A , V O @ , U	positive
125701161926930433	@apple the iPhone 4s is great #genius	@ D ^ ^ V A #	positive
125699573799845888	@apple Cards app notifies me the card I sent has arrived at local post office and should be delivered today ... Sunday . Truly is #magic .	@ ^ N V O D N O V V V P A N N & V V V N , ^ , R V A ,	positive
125688922410975232	Love my new I0S5 @Apple updates . Just when I think it can't get any better somehow it simplifies my life more . That's right-it's an Apple .	V D A ^ @ N , R R O V O V V D A R O V D N A , L A D ^ ,	positive
125680049478316032	@rygurl you need an @apple iphone4S with Siri !	@ O V D @ ^ P ^ ,	positive
125677424565424128	Meet #Siri , your new iPhone butler . Click the link and be amazed by all it can do : http://t.co/lvfFdCEL @Apple	V ^ , D A ^ ^ , V D N & V V P D O V V , U @	positive
125667241978114048	So , I am using my work PC ( NEVER EVER ) to get a feel for it ; it has the worst speakers ever !! @apple you have spoiled me !! #imamac	R , O V V D N N , R R , P V D N P O , O V D A N R , @ O V V O , #	positive
125662399217930240	@apple just got the new iOS5 upgrade with iMessage ... good luck surviving now @BlackBerry	@ R V D A ^ V P ^ , A N V R @	positive
125648027045199873	RT @MattyRiesz : @kathrynyee You were right , an iPhone is a must have . #addicted { WELCOME TO THE @APPLE CLUB }	~ @ ~ @ O V A , D ^ V D N V , # , V P D @ N ,	positive
125645258003464192	Thank you @apple for your innovations . Exhibit A : Guy playing with Facetime instead of watching game at sports bar . http://t.co/oU7K39ge	V O @ P D N , N N , ^ V P ^ R P V N P N N , U	positive
125643107260829697	@blackberry boo hiss !............ @apple wuhu !!!!!!!! When will my berry powered technology actually work ??	@ N N , @ ! , R V D N V N R N ,	positive
125633677597229056	@apple by far the best iPod and first time iPhone ever .... Good job guys	@ P R D A ^ & A N ^ R , A N N	positive
125633065757310976	Thank you Steve @apple store 5th av . http://t.co/nSAisriP	V O ^ @ N $ N , U	positive
125628199269961729	@Apple's Siri is witchcraft . What's next @googleresearch . 2 yr lead lost ?	Z ^ V N , L A @ , $ N V A ,	positive
125623745284018176	@Apple iOS 5 is sweet ! Notifications , phone search covers mail now , wifi sync , iCloud backup and integrated Twitter are all well done .	@ ^ $ V A , N , N N V N R , N N , ^ N & A ^ V D R V ,	positive
125618466353983488	RT @katebetts : Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t . ...	~ @ ~ D A ^ ^ N P S ^ ^ P N P N P @ N N U , ~	positive
125610372727193601	Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t.co/Kniz452s	D A ^ ^ N P S ^ ^ P N P N P @ N N U	positive
125608381431025664	I <3 @apple http://t.co/ondXWpEr	O E @ U	positive
125596541028282369	Welcome to the twitter world @MarkStuver . This is due to #iOS5 and @apple thanks guys .	V P D ^ N @ , O V A P ^ & @ N N ,	positive
125562428200202240	RT @deb_lavoy : the nice guy at the @apple store replaced my phone gratis when I showed him the hairline crack on the screen . thanks @apple	~ @ ~ D A N P D @ N V D N G R O V O D N V P D N , N @	positive
125561950376701952	the nice guy at the @apple store replaced my phone gratis when I showed him the hairline crack on the screen . thanks @apple	D A N P D @ N V D N G R O V O D N V P D N , N @	positive
125550135911518209	My iPhone 4S battery lasted longer than a day . That hasn't happened since my edge iPhone . Nice job , @apple .	D ^ ^ N V R P D N , O V V P D N ^ , A N , @ ,	positive
125547297072357376	It would have taken me 15 mins to write this with my #Blackberry . Thank u @Apple 4s for converting me and showing me the grass is greener !	O V V V O $ N P V O P D ^ , V O @ $ P V O & V O D N V A ,	positive
125539788546781185	RT @herahussain : @RickySinghPT got a new backside for my eye phone ! V impressed with @apple	~ @ ~ @ V D A N P D N N , G V P @	positive
125537993942515712	@RickySinghPT got a new backside for my eye phone ! V impressed with @apple	@ V D A N P D N N , G V P @	positive
125537578974851072	#iPhone 4S in Space http://t.co/jINNHVwz this is amazing #creative @apple your products inspire people to do unbelievable things	^ $ P N U O V A # @ D N V N P V A N	positive
125524107386302465	Thank you @apple for making my iPad 2 feel like new again with your new iOS 5 !	V O @ P V D ^ P V P A R P D A ^ $ ,	positive
125501576952553472	Using my awsome iPad ... I love it . I love my MacBook too and my iPod . It's all amazing ! I love @apple	V D A ^ , O V O , O V D ^ R & D ^ , L D A , O V @	positive
125501281753251840	@apple iOS 5 upgrade done ...... Much better feature ..... Few more feature required	@ ^ $ V V , R A N , A A N V	positive
125495491701125120	New iOS 5 update is THE BEST . iloveyou @apple	A ^ $ N V D A , G @	positive
125455260801179648	I absolutely love my iPhone 4S . Thank you , Steve and @apple .	O R V D ^ ^ , V O , ^ & @ ,	positive
125423290767507456	@apple - you have invented a product that actually gets my brother to call my parents when he gets where he's going . Amazing . #siri #ipod4s	@ , O V V D N P R V D N P V D N R O V R L V , A , # #	positive
