25945726007	please give my voice back .. :(	V V D N R , E	neutral
25945726102	all they do is call ya nme in dis house	D O V V V O N P D N	negative
25945726106	@heatherraescott No sympathy . No money . No communication . He needs to think about what an ass he is . I'm disgusted w/him .	@ D N , D N , D N , O V P V P O D N O V , L A N ,	negative
25945726200	@aWellDressedBum I got www.shoejocky.com check it out	@ O V U V O T	neutral
25945726009	Fuck yeah ! A new Angry Birds update for my iPhone . New levels . Can't wait to be obsessed again . Haha .	! ! , D A A N N P D ^ , A N , V V P V V R , ! ,	positive
25945726600	@Mizzfittscloset so that means you don't like anyone else ?!	@ P O V O V V N R ,	negative
25945726605	" You are broke and people are saying the phrase "" Oh you fancy huh "" to you . Nah "" You Broke huh """	, O V A & N V V D N , ! O A ! , P O , ! , O V ! ,	negative
25945727003	Had to play the bad guy . How do you feel ? I feel great ! * sarcasm * @jicadoll13 @loverave	V P V D A N , R V O V , O V A , , N , @ @	negative
25945727309	.. our documentation and defense in Visual Basic wiLL be in next week !! followed by our pubLic speaking in engLish next2week >:((	, D N & N P A A V V P A N , V P D A V P ^ ^ ^	neutral
25945727807	Some people just don't know how to be tactful .	D N R V V R P V A ,	positive
25945728406	@beaucoupbougee is there a way to block pokes on facebook ?	@ V X D N P V V P ^ ,	neutral
25945728401	" RT @Hardees : If @50cent stopped by on 50-cent Biscuit Day , I'd totally give him free biscuits for life . But only if he rapped Happy Birt ... "	, ~ @ ~ P @ V P P ^ ^ N , L R V O A N P N , & R P O V A G ~ ,	positive
25945728808	i hate you because your face is ugly (;	O V O P D N V A E	negative
25945729201	@roadieGUI now following	@ R V	neutral
25945729204	i think it's time to stop all this craziness and find myself . yep .	O V L N P V D D N & V O , ! ,	positive
25945729303	Shit on urself or take a slap to da face in da center of a crowd	N P O & V D N P D N P D N P D N	negative
25945729400	MILD LACTOSE INTOLERANCE BE DANGED ! I MUST HAVE SOME REESE'S PUFFS & SKIM MILK !!	A A N V V , O V V D N N & V N ,	neutral
25945729309	RT @DudeItsTrue : I don't care how attractive you think you are ! Your personality makes you ugly . #dudeitstrue	~ @ ~ O V V R A O V O V , D N V O A , #	negative
25945729706	@gamerbabe360 @dizzydj @xsnipuhx I may be on for short while tonight/tomorrow night . Def more on weekend evenings	@ @ @ O V V P P A P N N , R A P N N	positive
25945729701	@KateGruetz but that sounds amazingly delicious ... how'd it turn out ?!	@ & O V R A , R O V T ,	positive
25945729707	@PrettyGirlChev what did I do	@ O V O V	neutral
25945729903	@alinax83 was this before they found out that he put cameras in their rooms ? or after ? o:	@ V O P O V T P O V N P D N , & P , E	neutral
25945730502	@iPurpleHaze how was classes boo ?	@ R V N N ,	neutral
25945730300	" In a hyper kinda retweetin ' mood tonight . Not sure why , except maybe cuz the band didn't practice . Trying to channel creativity through RT ? "	, P D A R V , N N , R A R , V R P D N V N , V P N N P ~ , ,	negative
25945730703	I hope not omg RT @DaKiddSTACKZ Is y'all talkin bout skinny skee that hoop that went to the army	O V R ! ~ @ V O V P A N P N P V P D N	neutral
