25945726007	9998564	neutral	please give my voice back.. :(
25945726102	9998569	negative	all they do is call ya nme in dis house
25945726106	9998571	negative	@heatherraescott No sympathy. No money. No communication. He needs to think about what an ass he is. I'm disgusted w/him.
25945726200	9998579	neutral	@aWellDressedBum I got www.shoejocky.com check it out
25945726009	9998598	positive	Fuck yeah! A new Angry Birds update for my iPhone. New levels. Can't wait to be obsessed again. Haha.
25945726600	9998611	negative	@Mizzfittscloset so that means you don't like anyone else?!
25945726605	9998613	negative	"You are broke and people are saying the phrase ""Oh you fancy huh"" to you. Nah ""You Broke huh"""
25945727003	9998651	negative	Had to play the bad guy. How do you feel? I feel great! *sarcasm* @jicadoll13 @loverave
25945727309	9998687	neutral	..our documentation and defense in Visual Basic wiLL be in next week!! followed by our pubLic speaking in engLish next2week&gt;:((
25945727807	9998716	positive	Some people just don't know how to be tactful.
25945728406	9998758	neutral	@beaucoupbougee is there a way to block pokes on facebook?
25945728401	9998767	positive	"RT @Hardees: If @50cent stopped by on 50-cent Biscuit Day, I'd totally give him free biscuits for life. But only if he rapped Happy Birt ..."
25945728808	9998789	negative	i hate you because your face is ugly (;
25945729201	9998811	neutral	@roadieGUI now following
25945729204	9998824	positive	i think it's time to stop all this craziness and find myself. yep.
25945729303	9998825	negative	Shit on urself or take a slap to da face in da center of a crowd
25945729400	9998833	neutral	MILD LACTOSE INTOLERANCE BE DANGED! I MUST HAVE SOME REESE'S PUFFS & SKIM MILK!!
25945729309	9998838	negative	RT @DudeItsTrue: I don't care how attractive you think you are! Your personality makes you ugly. #dudeitstrue
25945729706	9998858	positive	@gamerbabe360 @dizzydj @xsnipuhx I may be on for short while tonight/tomorrow night. Def more on weekend evenings
25945729701	9998859	positive	@KateGruetz but that sounds amazingly delicious...how'd it turn out?!
25945729707	9998860	neutral	@PrettyGirlChev what did I do
25945729903	9998873	neutral	@alinax83 was this before they found out that he put cameras in their rooms? or after? o:
25945730502	9998921	neutral	@iPurpleHaze how was classes boo?
25945730300	9998925	negative	"In a hyper kinda retweetin' mood tonight. Not sure why, except maybe cuz the band didn't practice. Trying to channel creativity through RT?"
25945730703	9998941	neutral	I hope not omg RT @DaKiddSTACKZ Is y'all talkin bout skinny skee that hoop that went to the army
25945731207	9998979	negative	@Naijkid  and @prince_von you guys need to stop rapping each other its becoming nauseating -__-
25945731309	9998984	positive	That's cool she can do what she do. She not even on my team anymore
25945731308	9998988	neutral	WHY ARE MY EYES BLOODSHOT RED
25945731307	9998989	negative	@LauraAshley913 loll that's an everyday thing for me too :) loll
25945731701	9999011	negative	I have a colossal case of boredom/ restlessness here. I'm not tired. I don't want to do anything. Don't even have anything to think about.
25945731909	9999035	neutral	"@ajewers The Dockers inaugural jumper is their current jumper. They had an away version that was green and purple, but it's not so bad."
25945732009	9999039	negative	My phone bout to die and #shit
25945732008	9999043	neutral	Trying to get in the sack with zack.
25945732500	9999077	negative	@MikeysTeeth (I know) I know that you hate her and stuff.. But please don't trash talk about her. I'll tell her the same about you.
25945733202	9999138	negative	RT @BIANDOMINIQUE: BORED TO THE MAX !
25945733606	9999177	negative	"Is Omar trying to put square pegs in round holes by forcing his writ unsuccessfully.People dnt want & trust him, the forces dnt listen 2 him"
25945733509	9999185	neutral	who wants to get there ass cut in #beerpong by me and @yungbril tomorrow ???
25945733702	9999190	negative	Fml. Can't believe he did that to me. @Brady_Lang should really text me (: cuz i dont got his numberr no more D:
25945733809	9999193	negative	Am I the only one that doesn't think Ariana Grande is attractive? ._.
25945734007	9999227	negative	"can a person live without a heart? well, this knife says we're about to fucking find out."
25945734601	9999253	negative	WAT U DOING WITH **NO HANDS** #noseytweet
25945734609	9999274	neutral	"RT @deritisx3: my #octoberwish is to have you, that's all i want."
25945735107	9999293	positive	@ayuangel00  that's look very dilicious
25945735201	9999299	negative	WAT THE FUCK IS WRONG WIT NIGGAS TODAY IT AINT ALL ABOUT GETTIN U SUM ASS GET IT TOGETHER PEOPLE!!!!!
25945735309	9999308	negative	"@Brain_Wash Pretty sure that's always a question from a man, at some point. Next is, how hard."
25945735901	9999372	positive	"aaaa, my my sleep because I have class early! # USmile just a few hours! @justinbieber  I love you so much! Kisses. Brazil?USmile"
25945736207	9999382	negative	"In regular schools a sub asks ""does your teacher let you do that?"" and students say ""yes."" at vechs. they say ""uhh no."" what the fuck."
25945736201	9999384	negative	@briantruitt I'm finding No Ordinary Family to be a decent replacement for Heroes. At least the pilot was promising anyway.
25945736407	9999401	positive	@kim at the very least I am sure that a generous @sadknob will share his critique of her approach and some valuable direction! lol
25945736605	9999415	positive	"Make sure 2 have week's supply of food/water/necessities onhand,cuz if disaster strikes,could be awhile b4 help can get 2 you. #laearthquake"
25945736803	9999425	negative	@gwenshap That's also the same reason I don't go to conferences. Clothes are for suckers!
25945737009	9999432	negative	"Ipod's about to die, so goodnight! :)  #GOSHARKS!!!!!!"
25945737101	9999450	neutral	@NovemBarb23RD No change it back.
25945737307	9999466	positive	"Girls give, give, give and forgive. Boys get, get, get and forget."
25945737608	9999485	negative	you smoked weed before didnt you?
25945737508	9999500	negative	"""A man's doubts and fears are his worst enemies"". William Wrigley Jr."
25945738000	9999528	negative	Supposedly the girls on America's next top model are 19-24. Doubtful!
25945738105	9999531	neutral	@ashvinimeixi psshhh okeh on souled out we pergi err 8 lilke that?
25945738104	9999539	positive	@Nathan_johnston carbs are great!! And how cool! How do u like workin there?
25945738209	9999542	neutral	Target Stores Not Giving Full Coupon Credit http://bit.ly/aTmfzm
25945738508	9999562	negative	Efff this :( Guess I'm sleeeping on the couch tonight! Prettty sad I can't sleeep in my own bed because of a spiderr!
25945739304	9999616	positive	Ok small encore and that's it
25945739308	9999619	negative	why does this man always liek my shit..like fack off we dont even tlk!
25945739001	9999630	positive	Ok So. Does EVERYONE that sent the paperwork and the video get into the movie @justinbieber ? RT if you want to know! (:
25945739208	9999631	negative	can't wait!!! melihat bibir jontor @millatinazafira dan mengeluarkan api neraka dari mulutnya gara-gara masakanku
25945739805	9999661	positive	Anybody else with an iphone or a android phone. ? That I haven't sent a message to ?
25945740103	9999683	negative	"Dear Abbie, it's not christmas time yet, can you stop singing Jingle Bell Rock?"
25945740202	9999686	negative	HE wanTs TO take me out fOR ah real quIck dinner Inn n OuT sHYT IM down..(Id ratHER gO To The stRIp clUb)
25945740003	9999703	positive	RT @RichyMarciano: talking to ppl & relationships are to different things ppl need not to make that the same thing
25945740203	9999704	negative	Poooor @yeseniaaaaa hurt her ankle during lunch tho. She tried stopping th fight.=/
25945740507	9999720	neutral	@1LessLon3lyGirl http://twitpic.com/2e6awb - where do u get them ?
25945740904	9999750	positive	"@TheRealJBG's fave on VH1's top 100 song of the 90s is up now, Wannabe by Spice Girls. Zigazig-ah, bro!"
25945741004	9999754	neutral	okay then lol RT @erikonasis1313 Let me handle my business.
25945741005	9999764	negative	Searched around town to find this pink duck tape but it was to no avail. :( http://bit.ly/aoCcYq
25945742204	9999864	neutral	I lied. My Generation is on tomorrow. What day is today???!?!
25945742401	9999865	neutral	@Stfu_BITCH maha that's low lol
25945742400	9999866	negative	"I still have a headache from spinning.  So far, one article down and one to go."
25945742600	9999881	negative	@HeartbreakChase 6'6 140??? That's impossible!!
25945742709	9999886	neutral	It's #ThirstyThursday so for todays treat when I get home it's a camomile tea with a little tot of gin
25945742507	9999887	neutral	Where can I get a custom cut piece of corkboard?
25945742807	9999904	neutral	@allallaboutcha delish. All nght study
25945743107	9999924	positive	I'm about to make a rap video and send it to worldstar...f it I'm about to put on for my city
25945743800	9999971	neutral	RT @mreyesbriones  Don't say you're sorry cause I'm not even breaking #np
25945745001	10000065	neutral	@AngelKisses_83  i don't think so
25945745207	10000074	positive	I need this to happen lord!
25945745209	10000075	negative	Everyones keeps retweeting paulas tweet too me?
25945746008	10000137	negative	"if my skype says DO NOT DISTURB, why the hell would u call me?? #basicbitches"
25945746003	10000157	neutral	RT @ZodiacFacts: #ZodiacFacts How to upset a #Virgo: Mess up their living space
25945746809	10000201	negative	RT @itsSHOWTIME22   @bonafideGEMINI what happen to our friendship &lt; nothing sir ! and nothing better NOT EVER happen to it !
25945746907	10000210	positive	I need 40 followers and Ill follow back!@PromoLove
25945746909	10000230	negative	Was gonna blog about the evolution of country music complete with YouTube videos (more specifically the heartbreak/love songs) but its late.
25945747100	10000241	negative	@augustdlee I don't wanna hear it richard
25945747703	10000278	neutral	RT @kourtneyheart: @MiXED__BReeyD my school
25945748005	10000290	negative	why can't we be done with these damn connection issues!
25945748403	10000323	negative	@NolansMLIA I havent yet. I plan on it... but I'm just kind of fragile about all of this currently. Its so sad.
25945748907	10000360	negative	Does that make me a bad person? She didn't contact me not once in the two weeks and didn't contact me tonight I'm the one that txted her.
25945749006	10000368	negative	Shout 2 my new producer part of da northweez entz camp ill put his twitz name up tomorrow an if i dont sum1 remind me
25945749303	10000388	negative	"""@JayeCharisma: Wait ... Is Outsourced good?! It looked stale"" it was not funny"
25945749309	10000391	positive	Told you!! RT @Earringopia: @mahjerle @Schnik @markeze @diam0ndhead94 The adorables are spunky angels.
25945749604	10000414	negative	"Hey life goes on...but when I dnt say shit to you, you kno why #StupidAss"
25945749907	10000434	negative	- same kid hits down 3rd base line-sox 3b knocks ball foul.. Sox coaches again complain..
25945750102	10000459	positive	indian gives n gets oral pleasure: indian gives n gets oral pleasure:This gallery is brought to you by RSSPorn.com http://bit.ly/aKGWuT
25945750503	10000481	neutral	@fitsnugly But there's no purple mushroom on Mario =L
25945750609	10000489	neutral	@JAYYdgaf she really doesn't lol
25945750701	10000502	negative	@SpiritualNurse Hw can dis couple live widut sex ...so funny na
25945750706	10000503	positive	"RT @ GreatestQuotes: ""Don't go into business to get rich. Do it to enrich people. It will come back to you."" - Stew Leonard @nadyafadila"
25945750809	10000505	negative	@WonderingVirgo Lauren hasn't gotten to me either but they have been slow so I've been going elsewhere.
25945751003	10000515	negative	I wouldn't said you're the luckiest person I know but now i'd say that's over.
25945751106	10000526	neutral	@416Jamz say it again..'
25945751108	10000528	neutral	@ay_rawsko or @iAlyssaDGAF .. ahaha. well yeaa. iwana replaay thaat lols.(:
25945751405	10000543	neutral	@CassYandRShirt -grins and strokes your tummy- Where's Michelle?
25945752000	10000590	negative	phone got taken away and so did computer... got computer back but not phone yet... prairie vs. camas game @ bg on friday!!(:
25945752009	10000596	neutral	@aluminum_glass um yes they even added more tickets
25945752105	10000611	neutral	@BrandiAllStar i loveeee the summer set but I'm open to everything poppy dubstep etc not to mention @cadygroves : )
25945752104	10000612	negative	RT @peterdaou: Something's gone terribly wrong when even National Review is queasy about Obama's assassination policy http://bit.ly/d6jVcr
25945752203	10000617	negative	This is going to be harder than I thought..there is always supm there to remind me
25945752302	10000625	negative	@mikeyinmelbs sorry I'm not knowledgable on that !!!!! And what does it compare with
25945752600	10000646	negative	If u are walking down Houston be careful of my cab driver...jeez
25945752503	10000654	positive	@ItsCoolKidAngie alright then  how you been
25945752807	10000661	negative	@blakeparsons I hate that too!!!
25945753002	10000676	negative	"I'm gonna sleep but there's so many bad thoughts on my mind. It's sad, I'm sad. I don't want them to come true. I'm sorry everyone.."
25945752904	10000685	positive	RT Let's get it ! @DesperadoBOGGTB: @MusicFactory with @SoCyncereGTB I got the team wit me ready to cook something up
25945753302	10000700	positive	"@CorLeo if he's around you any, he gets it from you."
25945753208	10000706	negative	This impending storm is makin me not want 2 go 2 class 2moro....
25945753407	10000709	negative	"RT @SGFaCtoR: ""We both wrong, but it feel right....."""
25945753603	10000728	neutral	But who is #bishopeddie ?? Lol
25945753905	10000753	negative	@JordyJordy12 ha! Love 'He's Just Not That into You'
25945753908	10000754	neutral	@Rkud  What????  You totally do not want to know what I did to make enough money to move to CA when I was 22.  Trust me on this one
25945754008	10000765	negative	What about shit talking? RT @Lsallaroundme: #sexisbestwhen it's aggressive
25945754503	10000810	neutral	"Lol, i thought it was her days.. ? @LambrghiniBeezy"
25945754707	10000824	positive	@Hunniee_T youu SERIOUSLY better have it to lmao
25945754901	10000836	neutral	F.Y.I. Some of the theatre students are planning a trip to see FELA on 11.6.2010 - PRICE $60 TKT & TRAVEL. MONEY IS DUE 10.1.2010.
25945755108	10000856	negative	most guys cant handle how awesome i am
25945755409	10000878	negative	Photoshop CS5 costs $700. Seriously now... You know what I can do with $700 dollars.
25945755504	10000885	negative	RT @juliembaby: Who?? Me?? You want me to stop getting it how I get it?? #neverthat
25945755601	10000890	neutral	"@RyanAcker question? Did you ever send those patches? If not, do you have more?"
25945755802	10000911	negative	The preson that like just followed me. Plz Unfollow Me! Hahaha
25945756108	10000926	positive	#OctoberWish no more Haters. Let's be a friend!
25945756200	10000934	negative	"We've lost it all, the love is gone."
25945756400	10000950	positive	"@zanen0Nie met bdoa ya sist..pray for this nation.,"
25945756508	10000960	negative	I fucks wit #hyphy music shoutout to my bay niggas
25945756806	10000995	neutral	One Night In The @TokioHotel!!!!?  #Offline
25945757704	10001056	neutral	The dogs are freaking out. Why are thy freaking out?!
25945757702	10001057	negative	@MarioDawwg No. Like Wanna Be Indie Girls. Ughh. And Scene Too But Theres Not Manny Scene Kids Anymore.
25945757800	10001064	neutral	@Manda0312 is a tweet sabotager....spankin time!!
25945757603	10001069	negative	RT @BllacBoi2r: THE DRINKS ARE DEFINITELY FLOWING!!! @roostersent5805 $3 Triple Threat Wednesdays!!!
25945757903	10001071	neutral	@allisonriggs Snooki is writing a book?!?!? WHAAAAT?!?!?!?
25945758302	10001096	neutral	"Girl, why do u got on fishnet leggins. Wit a tyedye shirt on. And a tight ass pleather coat. Really.?!????"
25945758506	10001105	negative	Criticism of UID laumched yday is extremely unfair. You may hate or even envy Nilekani but cannot deny the the idea.
25945758309	10001109	neutral	RT @ScorpioSeason: Like their ruler Pluto ~ #Scorpio are constantly on guard & suspicious of anything that moves   ?/@LoveScopes
25945758708	10001132	positive	@nfreader stop abusing your pussy.
25945758901	10001151	neutral	@TweetnAssChiqk wuts the big deal wit 50 Tyson anyway
25945759609	10001204	positive	"Thankyuu so much sist ?? RT @puput_ibrahim: Happy b'day @avielind wish all the best for u sist,,,???"
25945759604	10001215	neutral	"RT @LifesXperiment: ""Yall wont let me be my complexion""-Najja #Mancave"
25945760205	10001254	negative	Man hella bored bout to hop on this ps3 real quick lol Fk Xbox #SonyNigga
25945760403	10001268	positive	@skollasc got a hot joint out wit JCole
25945760705	10001289	neutral	RT @TheRealDjSHAKE: #Shoutout to the niggas that still wear FuBu and Filas
25945761304	10001335	neutral	"My baaad lmfao its been slow for me RT @MelMook: @_SuckaFreeSi kuz when i txt u i get no reply -__-, SMH lol"
25945761306	10001346	negative	"RT @theladykilla: On a lighter note guess it's safe to say   ""GLEE"" is gonna do "" FUCK YOU"".  U prolly saw that coming though huh?"
25945762109	10001385	positive	@SoO_YhU_MaDD N0 THEY ARE LiKE LEGGINGS 0N THEM ..
25945762507	10001408	neutral	"@Robecca_Sensei Yeah, I only do about 1k a week, only two days a week."
25945762800	10001424	neutral	"Indianapolis, ATL, or STL this weekend???? Which should it be?"
25945763304	10001457	negative	Have my man kick me out his car in the middle of the intersection #neverthat
25945763200	10001476	negative	What's with this shitty pissy misty rain?
25945762809	10001481	neutral	Some girls are G H E T T O haha
25945763508	10001505	positive	I'm sick of all these stink bugs. I'm sick of all these stink bugs. I'm sick of all these stink bugs. Best song ever.
25945763808	10001508	positive	"Gotta go to bed!!!!! :s GOODNIGHT, TWITTER."
25945763703	10001510	neutral	@yungcromartie what do you mean???
25945763702	10001518	negative	"RT @i_Deally: ""@CalebisSexay: I hungryyyy"" &lt;&lt; Just realize I didn't eat! Smt &lt; lmfaooooooooo"
25945764002	10001529	neutral	"Back from the San Gennaro Feast in Little Italy NYC. Dined at Casa bella, thats Mike Sabellas old joint. Just sent shirts to  Las Vegas !!"
25945764407	10001553	neutral	@ClaudiaPetrilli I did last night. / @madgoat
25945764503	10001567	positive	"RT @robbthompson: #Rest: 1Chr. 23:25 ""For David said, 'The LORD God of Israel has given rest to His people, that they may dwell in Jerus ..."
25945764800	10001585	positive	Lesson learnt: Digital painters are cool people
25945765105	10001603	neutral	tweet 9999 is taken but who wants tweet 10000
25945765207	10001614	negative	#thingsihate going to SCHOOL
25945765407	10001628	negative	""" We Don't Judge A Nigga On How Much Money He Make .. We Judge A Nigga On How Fly His Bitch Is . """
25945765107	10001632	positive	"RT @Briantracyasia: As a rule, men worry more about what they can't see than about what they can #quotes via @dougleschan"
